Request id,Pickup point,Drop Point,Driver id,Status,Request Date,Request Time,Request Time of Day,Request Day,Drop Date,Drop Time,Drop Day
3761,Airport,City,24,Trip Completed,13-07-2016,20:35:00,Evening,Wednesday,13-07-2016,21:39:00,Wednesday
4140,City,Aiport,24,Trip Completed,14-07-2016,04:48:00,Early Morning,Thursday,14-07-2016,06:05:00,Thursday
4656,City,Aiport,24,Trip Completed,14-07-2016,12:06:00,Afternoon,Thursday,14-07-2016,12:49:00,Thursday
4931,Airport,City,24,Trip Completed,14-07-2016,18:21:00,Evening,Thursday,14-07-2016,18:54:00,Thursday
5268,City,Aiport,24,Trip Completed,14-07-2016,21:29:00,Night,Thursday,14-07-2016,22:30:00,Thursday
5811,City,Aiport,24,Trip Completed,15-07-2016,08:46:00,Morning,Friday,15-07-2016,09:26:00,Friday
6139,Airport,City,24,Trip Completed,15-07-2016,15:45:00,Afternoon,Friday,15-07-2016,16:40:00,Friday
6333,Airport,City,24,Trip Completed,15-07-2016,18:41:00,Evening,Friday,15-07-2016,19:53:00,Friday
773,City,Aiport,25,Trip Completed,11-07-2016,16:23:00,Evening,Monday,11-07-2016,17:21:00,Monday
1123,City,Aiport,25,Trip Completed,11-07-2016,20:20:00,Evening,Monday,11-07-2016,21:18:00,Monday
2667,Airport,City,25,Trip Completed,12-07-2016,23:35:00,Night,Tuesday,13-07-2016,00:40:00,Wednesday
2833,City,Aiport,25,Trip Completed,13-07-2016,05:27:00,Early Morning,Wednesday,13-07-2016,06:19:00,Wednesday
3396,City,Aiport,25,Trip Completed,13-07-2016,14:59:00,Afternoon,Wednesday,13-07-2016,15:57:00,Wednesday
3590,City,Aiport,25,Trip Completed,13-07-2016,18:31:00,Evening,Wednesday,13-07-2016,19:31:00,Wednesday
3762,City,Aiport,25,Trip Completed,13-07-2016,20:38:00,Evening,Wednesday,13-07-2016,21:21:00,Wednesday
4566,City,Aiport,25,Trip Completed,14-07-2016,09:48:00,Morning,Thursday,14-07-2016,10:22:00,Thursday
4862,City,Aiport,25,Trip Completed,14-07-2016,17:37:00,Evening,Thursday,14-07-2016,18:41:00,Thursday
5564,Airport,City,25,Trip Completed,15-07-2016,05:41:00,Early Morning,Friday,15-07-2016,06:53:00,Friday
6187,City,Aiport,25,Trip Completed,15-07-2016,17:11:00,Evening,Friday,15-07-2016,18:08:00,Friday
6642,City,Aiport,25,Trip Completed,15-07-2016,22:07:00,Night,Friday,15-07-2016,22:54:00,Friday
322,City,Aiport,26,Trip Completed,11-07-2016,07:31:00,Morning,Monday,11-07-2016,08:10:00,Monday
793,City,Aiport,26,Trip Completed,11-07-2016,17:04:00,Evening,Monday,11-07-2016,18:06:00,Monday
898,Airport,City,26,Trip Completed,11-07-2016,18:14:00,Evening,Monday,11-07-2016,19:09:00,Monday
1258,City,Aiport,26,Trip Completed,11-07-2016,21:51:00,Night,Monday,11-07-2016,23:00:00,Monday
2832,City,Aiport,26,Trip Completed,13-07-2016,05:20:00,Early Morning,Wednesday,13-07-2016,06:14:00,Wednesday
3139,City,Aiport,26,Trip Completed,13-07-2016,08:54:00,Morning,Wednesday,13-07-2016,09:22:00,Wednesday
3438,City,Aiport,26,Trip Completed,13-07-2016,16:12:00,Evening,Wednesday,13-07-2016,17:13:00,Wednesday
3966,Airport,City,26,Trip Completed,13-07-2016,22:50:00,Night,Wednesday,13-07-2016,23:27:00,Wednesday
6401,Airport,City,26,Trip Completed,15-07-2016,19:33:00,Evening,Friday,15-07-2016,20:16:00,Friday
204,City,Aiport,27,Trip Completed,11-07-2016,06:04:00,Morning,Monday,11-07-2016,06:44:00,Monday
632,Airport,City,27,Trip Completed,11-07-2016,12:20:00,Afternoon,Monday,11-07-2016,13:10:00,Monday
763,City,Aiport,27,Trip Completed,11-07-2016,16:19:00,Evening,Monday,11-07-2016,17:25:00,Monday
1786,Airport,City,27,Trip Completed,12-07-2016,09:03:00,Morning,Tuesday,12-07-2016,09:58:00,Tuesday
1968,City,Aiport,27,Trip Completed,12-07-2016,12:10:00,Afternoon,Tuesday,12-07-2016,12:49:00,Tuesday
2088,Airport,City,27,Trip Completed,12-07-2016,15:51:00,Afternoon,Tuesday,12-07-2016,17:02:00,Tuesday
2473,Airport,City,27,Trip Completed,12-07-2016,20:43:00,Evening,Tuesday,12-07-2016,21:20:00,Tuesday
2869,Airport,City,27,Trip Completed,13-07-2016,05:50:00,Early Morning,Wednesday,13-07-2016,06:27:00,Wednesday
3742,Airport,City,27,Trip Completed,13-07-2016,20:24:00,Evening,Wednesday,13-07-2016,20:48:00,Wednesday
4440,Airport,City,27,Trip Completed,14-07-2016,08:26:00,Morning,Thursday,14-07-2016,09:00:00,Thursday
5234,City,Aiport,27,Trip Completed,14-07-2016,21:09:00,Night,Thursday,14-07-2016,21:52:00,Thursday
6354,Airport,City,27,Trip Completed,15-07-2016,18:59:00,Evening,Friday,15-07-2016,19:35:00,Friday
6638,City,Aiport,27,Trip Completed,15-07-2016,21:59:00,Night,Friday,15-07-2016,23:13:00,Friday
84,City,Aiport,28,Trip Completed,11-07-2016,04:50:00,Early Morning,Monday,11-07-2016,05:26:00,Monday
1199,City,Aiport,28,Trip Completed,11-07-2016,21:17:00,Night,Monday,11-07-2016,21:53:00,Monday
1676,Airport,City,28,Trip Completed,12-07-2016,07:44:00,Morning,Tuesday,12-07-2016,08:40:00,Tuesday
2774,City,Aiport,28,Trip Completed,13-07-2016,04:33:00,Early Morning,Wednesday,13-07-2016,05:13:00,Wednesday
3220,Airport,City,28,Trip Completed,13-07-2016,09:51:00,Morning,Wednesday,13-07-2016,10:24:00,Wednesday
3718,Airport,City,28,Trip Completed,13-07-2016,19:56:00,Evening,Wednesday,13-07-2016,20:47:00,Wednesday
4904,Airport,City,28,Trip Completed,14-07-2016,18:02:00,Evening,Thursday,14-07-2016,18:58:00,Thursday
6527,Airport,City,28,Trip Completed,15-07-2016,20:54:00,Evening,Friday,15-07-2016,21:53:00,Friday
6710,City,Aiport,28,Trip Completed,15-07-2016,23:02:00,Night,Friday,16-07-2016,00:12:00,Saturday
1584,Airport,City,29,Trip Completed,12-07-2016,06:26:00,Morning,Tuesday,12-07-2016,07:18:00,Tuesday
1966,Airport,City,29,Trip Completed,12-07-2016,12:05:00,Afternoon,Tuesday,12-07-2016,13:12:00,Tuesday
2827,City,Aiport,29,Trip Completed,13-07-2016,05:18:00,Early Morning,Wednesday,13-07-2016,06:18:00,Wednesday
2945,Airport,City,29,Trip Completed,13-07-2016,06:34:00,Morning,Wednesday,13-07-2016,07:28:00,Wednesday
3365,City,Aiport,29,Trip Completed,13-07-2016,13:47:00,Afternoon,Wednesday,13-07-2016,14:51:00,Wednesday
3548,Airport,City,29,Trip Completed,13-07-2016,18:07:00,Evening,Wednesday,13-07-2016,19:12:00,Wednesday
3753,City,Aiport,29,Trip Completed,13-07-2016,20:30:00,Evening,Wednesday,13-07-2016,21:42:00,Wednesday
4569,Airport,City,29,Trip Completed,14-07-2016,09:48:00,Morning,Thursday,14-07-2016,10:49:00,Thursday
6309,Airport,City,29,Trip Completed,15-07-2016,18:29:00,Evening,Friday,15-07-2016,19:42:00,Friday
6437,City,Aiport,29,Trip Completed,15-07-2016,19:53:00,Evening,Friday,15-07-2016,20:26:00,Friday
517,Airport,City,30,Trip Completed,11-07-2016,09:45:00,Morning,Monday,11-07-2016,10:24:00,Monday
1406,Airport,City,30,Trip Completed,12-07-2016,03:02:00,Early Morning,Tuesday,12-07-2016,03:55:00,Tuesday
1643,Airport,City,30,Trip Completed,12-07-2016,07:18:00,Morning,Tuesday,12-07-2016,08:10:00,Tuesday
2108,Airport,City,30,Trip Completed,12-07-2016,16:14:00,Evening,Tuesday,12-07-2016,16:48:00,Tuesday
2647,City,Aiport,30,Trip Completed,12-07-2016,22:46:00,Night,Tuesday,12-07-2016,23:18:00,Tuesday
3129,City,Aiport,30,Trip Completed,13-07-2016,08:41:00,Morning,Wednesday,13-07-2016,09:41:00,Wednesday
3738,Airport,City,30,Trip Completed,13-07-2016,20:15:00,Evening,Wednesday,13-07-2016,20:55:00,Wednesday
4422,Airport,City,30,Trip Completed,14-07-2016,08:13:00,Morning,Thursday,14-07-2016,09:13:00,Thursday
4790,City,Aiport,30,Trip Completed,14-07-2016,16:43:00,Evening,Thursday,14-07-2016,17:56:00,Thursday
5496,City,Aiport,30,Trip Completed,15-07-2016,04:59:00,Early Morning,Friday,15-07-2016,05:34:00,Friday
6484,Airport,City,30,Trip Completed,15-07-2016,20:19:00,Evening,Friday,15-07-2016,21:01:00,Friday
6731,Airport,City,30,Trip Completed,15-07-2016,23:23:00,Night,Friday,16-07-2016,00:11:00,Saturday
629,Airport,City,31,Trip Completed,11-07-2016,12:14:00,Afternoon,Monday,11-07-2016,13:00:00,Monday
745,Airport,City,31,Trip Completed,11-07-2016,15:48:00,Afternoon,Monday,11-07-2016,16:45:00,Monday
1064,City,Aiport,31,Trip Completed,11-07-2016,19:53:00,Evening,Monday,11-07-2016,20:31:00,Monday
1886,Airport,City,31,Trip Completed,12-07-2016,10:10:00,Morning,Tuesday,12-07-2016,10:35:00,Tuesday
5608,Airport,City,31,Trip Completed,15-07-2016,06:18:00,Morning,Friday,15-07-2016,07:07:00,Friday
5877,City,Aiport,31,Trip Completed,15-07-2016,09:37:00,Morning,Friday,15-07-2016,10:08:00,Friday
6100,Airport,City,31,Trip Completed,15-07-2016,14:44:00,Afternoon,Friday,15-07-2016,15:41:00,Friday
6659,Airport,City,31,Trip Completed,15-07-2016,22:15:00,Night,Friday,15-07-2016,23:07:00,Friday
2162,Airport,City,32,Trip Completed,12-07-2016,17:34:00,Evening,Tuesday,12-07-2016,18:33:00,Tuesday
3294,Airport,City,32,Trip Completed,13-07-2016,11:23:00,Morning,Wednesday,13-07-2016,12:14:00,Wednesday
3686,City,Aiport,32,Trip Completed,13-07-2016,19:33:00,Evening,Wednesday,13-07-2016,20:34:00,Wednesday
4784,City,Aiport,32,Trip Completed,14-07-2016,16:41:00,Evening,Thursday,14-07-2016,17:15:00,Thursday
5896,City,Aiport,32,Trip Completed,15-07-2016,09:47:00,Morning,Friday,15-07-2016,10:32:00,Friday
6190,City,Aiport,32,Trip Completed,15-07-2016,17:11:00,Evening,Friday,15-07-2016,17:55:00,Friday
6551,City,Aiport,32,Trip Completed,15-07-2016,21:03:00,Night,Friday,15-07-2016,22:17:00,Friday
145,City,Aiport,33,Trip Completed,11-07-2016,05:32:00,Early Morning,Monday,11-07-2016,06:37:00,Monday
735,City,Aiport,33,Trip Completed,11-07-2016,15:27:00,Afternoon,Monday,11-07-2016,16:32:00,Monday
918,Airport,City,33,Trip Completed,11-07-2016,18:22:00,Evening,Monday,11-07-2016,19:04:00,Monday
1478,City,Aiport,33,Trip Completed,12-07-2016,05:16:00,Early Morning,Tuesday,12-07-2016,06:13:00,Tuesday
1957,City,Aiport,33,Trip Completed,12-07-2016,11:45:00,Morning,Tuesday,12-07-2016,12:55:00,Tuesday
3097,City,Aiport,33,Trip Completed,13-07-2016,08:15:00,Morning,Wednesday,13-07-2016,09:12:00,Wednesday
3981,Airport,City,33,Trip Completed,13-07-2016,23:13:00,Night,Wednesday,13-07-2016,23:38:00,Wednesday
4175,City,Aiport,33,Trip Completed,14-07-2016,05:11:00,Early Morning,Thursday,14-07-2016,06:15:00,Thursday
6237,City,Aiport,33,Trip Completed,15-07-2016,17:50:00,Evening,Friday,15-07-2016,18:49:00,Friday
738,City,Aiport,34,Trip Completed,11-07-2016,15:30:00,Afternoon,Monday,11-07-2016,16:44:00,Monday
2731,City,Aiport,34,Trip Completed,13-07-2016,02:38:00,Early Morning,Wednesday,13-07-2016,03:16:00,Wednesday
2863,Airport,City,34,Trip Completed,13-07-2016,05:46:00,Early Morning,Wednesday,13-07-2016,06:22:00,Wednesday
3528,Airport,City,34,Trip Completed,13-07-2016,17:50:00,Evening,Wednesday,13-07-2016,18:17:00,Wednesday
4653,City,Aiport,34,Trip Completed,14-07-2016,11:58:00,Morning,Thursday,14-07-2016,12:55:00,Thursday
5042,City,Aiport,34,Trip Completed,14-07-2016,19:21:00,Evening,Thursday,14-07-2016,20:05:00,Thursday
360,Airport,City,35,Trip Completed,11-07-2016,08:02:00,Morning,Monday,11-07-2016,09:05:00,Monday
771,Airport,City,35,Trip Completed,11-07-2016,16:19:00,Evening,Monday,11-07-2016,17:34:00,Monday
1274,City,Aiport,35,Trip Completed,11-07-2016,22:01:00,Night,Monday,11-07-2016,23:21:00,Monday
1501,City,Aiport,35,Trip Completed,12-07-2016,05:41:00,Early Morning,Tuesday,12-07-2016,06:47:00,Tuesday
1972,City,Aiport,35,Trip Completed,12-07-2016,12:22:00,Afternoon,Tuesday,12-07-2016,12:43:00,Tuesday
2871,City,Aiport,35,Trip Completed,13-07-2016,05:53:00,Early Morning,Wednesday,13-07-2016,07:00:00,Wednesday
3395,City,Aiport,35,Trip Completed,13-07-2016,14:52:00,Afternoon,Wednesday,13-07-2016,15:33:00,Wednesday
3572,City,Aiport,35,Trip Completed,13-07-2016,18:25:00,Evening,Wednesday,13-07-2016,19:31:00,Wednesday
4118,Airport,City,35,Trip Completed,14-07-2016,04:28:00,Early Morning,Thursday,14-07-2016,05:26:00,Thursday
4739,City,Aiport,35,Trip Completed,14-07-2016,14:52:00,Afternoon,Thursday,14-07-2016,15:37:00,Thursday
6556,City,Aiport,35,Trip Completed,15-07-2016,21:09:00,Night,Friday,15-07-2016,21:38:00,Friday
6677,Airport,City,35,Trip Completed,15-07-2016,22:29:00,Night,Friday,15-07-2016,23:22:00,Friday
1104,Airport,City,36,Trip Completed,11-07-2016,20:17:00,Evening,Monday,11-07-2016,21:20:00,Monday
1596,Airport,City,36,Trip Completed,12-07-2016,06:39:00,Morning,Tuesday,12-07-2016,07:30:00,Tuesday
1835,Airport,City,36,Trip Completed,12-07-2016,09:35:00,Morning,Tuesday,12-07-2016,10:30:00,Tuesday
2110,Airport,City,36,Trip Completed,12-07-2016,16:19:00,Evening,Tuesday,12-07-2016,17:12:00,Tuesday
2759,Airport,City,36,Trip Completed,13-07-2016,03:50:00,Early Morning,Wednesday,13-07-2016,04:33:00,Wednesday
3010,Airport,City,36,Trip Completed,13-07-2016,07:26:00,Morning,Wednesday,13-07-2016,08:40:00,Wednesday
3403,City,Aiport,36,Trip Completed,13-07-2016,15:16:00,Afternoon,Wednesday,13-07-2016,15:45:00,Wednesday
3856,Airport,City,36,Trip Completed,13-07-2016,21:34:00,Night,Wednesday,13-07-2016,22:26:00,Wednesday
4472,City,Aiport,36,Trip Completed,14-07-2016,08:39:00,Morning,Thursday,14-07-2016,09:55:00,Thursday
5199,City,Aiport,36,Trip Completed,14-07-2016,20:50:00,Evening,Thursday,14-07-2016,21:57:00,Thursday
5612,City,Aiport,36,Trip Completed,15-07-2016,06:15:00,Morning,Friday,15-07-2016,07:17:00,Friday
6614,Airport,City,36,Trip Completed,15-07-2016,21:40:00,Night,Friday,15-07-2016,22:56:00,Friday
191,Airport,City,37,Trip Completed,11-07-2016,05:55:00,Early Morning,Monday,11-07-2016,06:45:00,Monday
333,City,Aiport,37,Trip Completed,11-07-2016,07:43:00,Morning,Monday,11-07-2016,08:53:00,Monday
488,Airport,City,37,Trip Completed,11-07-2016,09:35:00,Morning,Monday,11-07-2016,10:20:00,Monday
1780,City,Aiport,37,Trip Completed,12-07-2016,08:58:00,Morning,Tuesday,12-07-2016,09:45:00,Tuesday
2235,Airport,City,37,Trip Completed,12-07-2016,18:12:00,Evening,Tuesday,12-07-2016,19:14:00,Tuesday
2516,City,Aiport,37,Trip Completed,12-07-2016,21:05:00,Night,Tuesday,12-07-2016,22:18:00,Tuesday
4209,City,Aiport,37,Trip Completed,14-07-2016,05:37:00,Early Morning,Thursday,14-07-2016,06:42:00,Thursday
4726,City,Aiport,37,Trip Completed,14-07-2016,13:52:00,Afternoon,Thursday,14-07-2016,15:04:00,Thursday
5088,Airport,City,37,Trip Completed,14-07-2016,19:52:00,Evening,Thursday,14-07-2016,21:06:00,Thursday
5352,Airport,City,37,Trip Completed,14-07-2016,23:01:00,Night,Thursday,14-07-2016,23:45:00,Thursday
6024,Airport,City,37,Trip Completed,15-07-2016,12:43:00,Afternoon,Friday,15-07-2016,13:55:00,Friday
6196,Airport,City,37,Trip Completed,15-07-2016,17:19:00,Evening,Friday,15-07-2016,18:03:00,Friday
6297,City,Aiport,37,Trip Completed,15-07-2016,18:21:00,Evening,Friday,15-07-2016,18:57:00,Friday
125,City,Aiport,38,Trip Completed,11-07-2016,05:12:00,Early Morning,Monday,11-07-2016,06:17:00,Monday
1611,City,Aiport,38,Trip Completed,12-07-2016,06:49:00,Morning,Tuesday,12-07-2016,07:44:00,Tuesday
1814,City,Aiport,38,Trip Completed,12-07-2016,09:19:00,Morning,Tuesday,12-07-2016,09:59:00,Tuesday
3088,City,Aiport,38,Trip Completed,13-07-2016,08:12:00,Morning,Wednesday,13-07-2016,09:01:00,Wednesday
3384,Airport,City,38,Trip Completed,13-07-2016,14:40:00,Afternoon,Wednesday,13-07-2016,15:34:00,Wednesday
4218,Airport,City,38,Trip Completed,14-07-2016,05:38:00,Early Morning,Thursday,14-07-2016,06:24:00,Thursday
5757,City,Aiport,38,Trip Completed,15-07-2016,08:12:00,Morning,Friday,15-07-2016,09:17:00,Friday
5958,Airport,City,38,Trip Completed,15-07-2016,10:48:00,Morning,Friday,15-07-2016,11:49:00,Friday
6314,City,Aiport,38,Trip Completed,15-07-2016,18:31:00,Evening,Friday,15-07-2016,19:30:00,Friday
249,City,Aiport,39,Trip Completed,11-07-2016,06:31:00,Morning,Monday,11-07-2016,07:14:00,Monday
728,City,Aiport,39,Trip Completed,11-07-2016,15:05:00,Afternoon,Monday,11-07-2016,16:09:00,Monday
3042,City,Aiport,39,Trip Completed,13-07-2016,07:38:00,Morning,Wednesday,13-07-2016,08:32:00,Wednesday
3620,City,Aiport,39,Trip Completed,13-07-2016,18:54:00,Evening,Wednesday,13-07-2016,20:08:00,Wednesday
4276,City,Aiport,39,Trip Completed,14-07-2016,06:22:00,Morning,Thursday,14-07-2016,07:23:00,Thursday
4735,City,Aiport,39,Trip Completed,14-07-2016,14:43:00,Afternoon,Thursday,14-07-2016,15:51:00,Thursday
1353,Airport,City,40,Trip Completed,11-07-2016,23:51:00,Night,Monday,12-07-2016,00:34:00,Tuesday
1568,City,Aiport,40,Trip Completed,12-07-2016,06:18:00,Morning,Tuesday,12-07-2016,06:52:00,Tuesday
2465,City,Aiport,40,Trip Completed,12-07-2016,20:38:00,Evening,Tuesday,12-07-2016,21:37:00,Tuesday
3688,City,Aiport,40,Trip Completed,13-07-2016,19:39:00,Evening,Wednesday,13-07-2016,20:40:00,Wednesday
4727,City,Aiport,40,Trip Completed,14-07-2016,14:06:00,Afternoon,Thursday,14-07-2016,15:02:00,Thursday
5348,City,Aiport,40,Trip Completed,14-07-2016,22:50:00,Night,Thursday,14-07-2016,23:45:00,Thursday
6537,Airport,City,40,Trip Completed,15-07-2016,20:52:00,Evening,Friday,15-07-2016,22:03:00,Friday
1941,Airport,City,41,Trip Completed,12-07-2016,11:29:00,Morning,Tuesday,12-07-2016,12:09:00,Tuesday
3766,Airport,City,41,Trip Completed,13-07-2016,20:33:00,Evening,Wednesday,13-07-2016,21:24:00,Wednesday
4243,Airport,City,41,Trip Completed,14-07-2016,06:02:00,Morning,Thursday,14-07-2016,06:37:00,Thursday
4717,Airport,City,41,Trip Completed,14-07-2016,13:42:00,Afternoon,Thursday,14-07-2016,14:36:00,Thursday
5682,City,Aiport,41,Trip Completed,15-07-2016,07:16:00,Morning,Friday,15-07-2016,08:24:00,Friday
6343,City,Aiport,41,Trip Completed,15-07-2016,18:44:00,Evening,Friday,15-07-2016,19:21:00,Friday
6726,Airport,City,41,Trip Completed,15-07-2016,23:22:00,Night,Friday,16-07-2016,00:12:00,Saturday
238,City,Aiport,42,Trip Completed,11-07-2016,06:27:00,Morning,Monday,11-07-2016,07:15:00,Monday
2624,City,Aiport,42,Trip Completed,12-07-2016,22:16:00,Night,Tuesday,12-07-2016,23:17:00,Tuesday
2787,City,Aiport,42,Trip Completed,13-07-2016,04:54:00,Early Morning,Wednesday,13-07-2016,05:29:00,Wednesday
3992,City,Aiport,42,Trip Completed,13-07-2016,23:24:00,Night,Wednesday,14-07-2016,00:04:00,Thursday
4974,City,Aiport,42,Trip Completed,14-07-2016,18:44:00,Evening,Thursday,14-07-2016,19:16:00,Thursday
5478,Airport,City,42,Trip Completed,15-07-2016,04:43:00,Early Morning,Friday,15-07-2016,05:44:00,Friday
5641,City,Aiport,42,Trip Completed,15-07-2016,06:46:00,Morning,Friday,15-07-2016,07:16:00,Friday
128,City,Aiport,43,Trip Completed,11-07-2016,05:12:00,Early Morning,Monday,11-07-2016,05:48:00,Monday
627,City,Aiport,43,Trip Completed,11-07-2016,12:12:00,Afternoon,Monday,11-07-2016,13:10:00,Monday
1766,Airport,City,43,Trip Completed,12-07-2016,08:45:00,Morning,Tuesday,12-07-2016,09:52:00,Tuesday
2089,City,Aiport,43,Trip Completed,12-07-2016,15:49:00,Afternoon,Tuesday,12-07-2016,16:32:00,Tuesday
3565,City,Aiport,43,Trip Completed,13-07-2016,18:13:00,Evening,Wednesday,13-07-2016,18:50:00,Wednesday
3954,Airport,City,43,Trip Completed,13-07-2016,22:43:00,Night,Wednesday,14-07-2016,00:03:00,Thursday
4204,City,Aiport,43,Trip Completed,14-07-2016,05:36:00,Early Morning,Thursday,14-07-2016,06:23:00,Thursday
4651,City,Aiport,43,Trip Completed,14-07-2016,11:54:00,Morning,Thursday,14-07-2016,12:47:00,Thursday
5814,City,Aiport,43,Trip Completed,15-07-2016,08:43:00,Morning,Friday,15-07-2016,09:55:00,Friday
6062,City,Aiport,43,Trip Completed,15-07-2016,13:48:00,Afternoon,Friday,15-07-2016,14:51:00,Friday
118,Airport,City,44,Trip Completed,11-07-2016,05:11:00,Early Morning,Monday,11-07-2016,05:52:00,Monday
339,Airport,City,44,Trip Completed,11-07-2016,07:49:00,Morning,Monday,11-07-2016,08:45:00,Monday
766,City,Aiport,44,Trip Completed,11-07-2016,16:23:00,Evening,Monday,11-07-2016,17:27:00,Monday
1133,Airport,City,44,Trip Completed,11-07-2016,20:27:00,Evening,Monday,11-07-2016,21:31:00,Monday
2458,City,Aiport,44,Trip Completed,12-07-2016,20:33:00,Evening,Tuesday,12-07-2016,21:33:00,Tuesday
3060,Airport,City,44,Trip Completed,13-07-2016,07:56:00,Morning,Wednesday,13-07-2016,09:12:00,Wednesday
3653,City,Aiport,44,Trip Completed,13-07-2016,19:18:00,Evening,Wednesday,13-07-2016,19:51:00,Wednesday
4321,City,Aiport,44,Trip Completed,14-07-2016,06:56:00,Morning,Thursday,14-07-2016,07:47:00,Thursday
5672,Airport,City,44,Trip Completed,15-07-2016,07:07:00,Morning,Friday,15-07-2016,07:59:00,Friday
1698,City,Aiport,45,Trip Completed,12-07-2016,07:56:00,Morning,Tuesday,12-07-2016,08:56:00,Tuesday
2098,City,Aiport,45,Trip Completed,12-07-2016,16:12:00,Evening,Tuesday,12-07-2016,16:42:00,Tuesday
2733,City,Aiport,45,Trip Completed,13-07-2016,02:37:00,Early Morning,Wednesday,13-07-2016,03:45:00,Wednesday
2917,Airport,City,45,Trip Completed,13-07-2016,06:21:00,Morning,Wednesday,13-07-2016,06:53:00,Wednesday
3151,Airport,City,45,Trip Completed,13-07-2016,09:00:00,Morning,Wednesday,13-07-2016,09:38:00,Wednesday
3358,City,Aiport,45,Trip Completed,13-07-2016,13:30:00,Afternoon,Wednesday,13-07-2016,14:38:00,Wednesday
5435,City,Aiport,45,Trip Completed,15-07-2016,02:52:00,Early Morning,Friday,15-07-2016,03:43:00,Friday
5717,Airport,City,45,Trip Completed,15-07-2016,07:41:00,Morning,Friday,15-07-2016,08:24:00,Friday
635,Airport,City,46,Trip Completed,11-07-2016,12:25:00,Afternoon,Monday,11-07-2016,13:29:00,Monday
1275,Airport,City,46,Trip Completed,11-07-2016,22:05:00,Night,Monday,11-07-2016,23:02:00,Monday
1562,Airport,City,46,Trip Completed,12-07-2016,06:16:00,Morning,Tuesday,12-07-2016,07:15:00,Tuesday
2908,Airport,City,46,Trip Completed,13-07-2016,06:14:00,Morning,Wednesday,13-07-2016,07:17:00,Wednesday
